bvn,name,gender,dateOfBirth,address,phone,email,totalNoOfLoans,totalNoOfInstitutions,totalNoOfActiveLoans,totalNoOfClosedLoans,totalBorrowed,totalOutstanding,totalOverdue,loanPerformance
47840437866,Ikenna Lawal,Male,18/09/2002,"922 Hunter Camp, Edo",0706121903514,marysanchez@example.com,"[{""""source"""": """"CRC"""", """"value"""": 20}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 17}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 17}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 14}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13}]","[{""""source"""": """"CRC"""", """"value"""": 244555}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 320970}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 292066}]","[{""""source"""": """"CRC"""", """"value"""": 7583858}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8114294}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9595156}]","[{""""source"""": """"CRC"""", """"value"""": 417787}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 578250}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 389713}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Henderson and Sons"""", """"loanAmount"""": 1853021, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Edwards, Heath and Lawrence"""", """"loanAmount"""": 596753, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Ramirez and Sons"""", """"loanAmount"""": 723772, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Sullivan, Harris and Clark"""", """"loanAmount"""": 1025636, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Dawson-Garcia"""", """"loanAmount"""": 190176, """"performanceStatus"""": """"Non-Performing""""}]}]"
35354861745,Chiamaka Lawal,Female,19/02/1981,"576 Robles Expressway, Edo",0813975100522,martinezbrian@example.net,"[{""""source"""": """"CRC"""", """"value"""": 20}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 24}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 19}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 12}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 13}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13}]","[{""""source"""": """"CRC"""", """"value"""": 12816407}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 17179370}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14670916}]","[{""""source"""": """"CRC"""", """"value"""": 322801}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 314589}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 423923}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Hernandez-Thompson"""", """"loanAmount"""": 2896825, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Walker, Mercer and Foster"""", """"loanAmount"""": 1172875, """"performanceStatus"""": """"Non-Performing""""}]}]"
24516062578,Nnamdi Okoro,Male,02/12/1992,"09163 Russell Glen, Ekiti",0807719691217,peter45@example.org,"[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 3440498}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2690720}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2790064}]","[{""""source"""": """"CRC"""", """"value"""": 4249897}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5194454}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4194382}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Zavala, Moore and Price"""", """"loanAmount"""": 4191989, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Ramos, Daniels and Gonzalez"""", """"loanAmount"""": 217795, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Barry Group"""", """"loanAmount"""": 3160451, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Hubbard Ltd"""", """"loanAmount"""": 2414478, """"performanceStatus"""": """"Performing""""}]}]"
36154697972,Yakubu Danjuma,Male,04/02/1959,"4111 Payne Square, Ebonyi",0903895516893,johnny30@example.net,"[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 12}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 17}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14}]","[{""""source"""": """"CRC"""", """"value"""": 11089752}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12044650}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11083765}]","[{""""source"""": """"CRC"""", """"value"""": 138206}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 104493}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 99781}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Williams PLC"""", """"loanAmount"""": 3495887, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Rodgers-Andrews"""", """"loanAmount"""": 3308324, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Bryant PLC"""", """"loanAmount"""": 1540393, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Thompson, Moore and Mosley"""", """"loanAmount"""": 4570715, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Esparza-Browning"""", """"loanAmount"""": 3235730, """"performanceStatus"""": """"Non-Performing""""}]}]"
34262172769,Ngozi Obi,Female,29/08/1973,"0985 Lee Terrace Suite 527, Kano",0802968758590,strongtracey@example.net,"[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 459714}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 570453}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 578283}]","[{""""source"""": """"CRC"""", """"value"""": 4883487}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6939537}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5441717}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Smith, Foster and Sharp"""", """"loanAmount"""": 3901411, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Cameron-Taylor"""", """"loanAmount"""": 955332, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Allen Ltd"""", """"loanAmount"""": 4107307, """"performanceStatus"""": """"Performing""""}]}]"
56116615513,Haruna Akinwumi,Male,04/04/1975,"974 Webb Squares Suite 105, Bauchi",0805968999591,camposdonna@example.org,"[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 9804528}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11572702}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11475284}]","[{""""source"""": """"CRC"""", """"value"""": 3315441}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3616931}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2898960}]","[{""""source"""": """"CRC"""", """"value"""": 419863}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 315390}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 329498}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Flores-Williams"""", """"loanAmount"""": 3430600, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Zimmerman-Ball"""", """"loanAmount"""": 2627957, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Brewer-Gibson"""", """"loanAmount"""": 764169, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Stewart, Collins and Smith"""", """"loanAmount"""": 459019, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Nguyen LLC"""", """"loanAmount"""": 1662291, """"performanceStatus"""": """"Non-Performing""""}]}]"
76875109771,Musa Uche,Male,23/01/1959,"0894 Jimmy Union Suite 534, Jigawa",0810499552284,kharper@example.com,"[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 5186639}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6342931}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6110228}]","[{""""source"""": """"CRC"""", """"value"""": 4131603}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5323869}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3898566}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Wright, Lee and Dillon"""", """"loanAmount"""": 428522, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Campbell PLC"""", """"loanAmount"""": 1434708, """"performanceStatus"""": """"Performing""""}]}]"
12299765624,Nkechi Balogun,Female,22/08/1986,"59865 Madison Lake, Kaduna",0807208817342,debra61@example.org,"[{""""source"""": """"CRC"""", """"value"""": 13}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 3901783}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3854451}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3785457}]","[{""""source"""": """"CRC"""", """"value"""": 2996845}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2287835}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3098278}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Donovan-Young"""", """"loanAmount"""": 3981690, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Atkins Ltd"""", """"loanAmount"""": 1806906, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Mclaughlin-Miller"""", """"loanAmount"""": 867977, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Shelton-Brown"""", """"loanAmount"""": 429565, """"performanceStatus"""": """"Performing""""}]}]"
29272915914,Ezinne Mohammed,Female,05/09/1978,"783 Kelly Pines Suite 183, Edo",0805116850332,hbecker@example.net,"[{""""source"""": """"CRC"""", """"value"""": 11}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 1244110}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1568553}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1476786}]","[{""""source"""": """"CRC"""", """"value"""": 9448358}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10301024}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8040506}]","[{""""source"""": """"CRC"""", """"value"""": 91661}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 115690}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 100692}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Wheeler Inc"""", """"loanAmount"""": 755210, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Jordan, Riley and Cooper"""", """"loanAmount"""": 653627, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Meadows Inc"""", """"loanAmount"""": 4735642, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Aguilar, Smith and Hunter"""", """"loanAmount"""": 1246116, """"performanceStatus"""": """"Non-Performing""""}]}]"
40567241130,Aisha Okafor,Female,30/12/1985,"35231 James Turnpike, Oyo",0903778475189,vleblanc@example.net,"[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 13}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 16}]","[{""""source"""": """"CRC"""", """"value"""": 9726631}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10889135}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8962712}]","[{""""source"""": """"CRC"""", """"value"""": 4387204}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4515792}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3425129}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Solomon, Lutz and Malone"""", """"loanAmount"""": 746378, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Nguyen LLC"""", """"loanAmount"""": 4569521, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Benton, Ibarra and Contreras"""", """"loanAmount"""": 4462443, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Cox-Pratt"""", """"loanAmount"""": 62507, """"performanceStatus"""": """"Performing""""}]}]"
36259661546,Usman Adewale,Male,09/11/1956,"31490 Vanessa Loaf, Jigawa",0903555529932,brent38@example.net,"[{""""source"""": """"CRC"""", """"value"""": 16}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 17}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 12809330}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15423483}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13391971}]","[{""""source"""": """"CRC"""", """"value"""": 8757076}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8576076}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7619995}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Ray-Johnson"""", """"loanAmount"""": 3546349, """"performanceStatus"""": """"Non-Performing""""}]}]"
